           1   0.169752127980502     
           2   0.225911222636284
           3  -0.211482533689221     
   4   0.0D0     
   5   0.0D0
           6 0.05115848035497095
           7   -51.6284318049566     
   8   0.0D0
           9   0.640685776271916     
          10   -16.2024367405840     
          11    72.2608297320403     
          12   -1.07904724116401     
  13   0.0D0
  14   0.0D0
          15    10.1506738740725     
          16   -19.0994846441721     
          17    1.11765048458969     
          18   -10.8484774369865     
  19   0.0D0
  20   0.0D0
          21    23.6331900771099     
          22    2.59934046770006     
          23  -0.779993265759233    
          24    8.13472439929581     
          25   -1.79414636358501     
          26    5.23254687716167     
  27   0.0D0
          28   -20.6597287005934     
  29   0.0D0
  30   0.0D0
          31    392.332420253733     
          32  -0.645964317435784     
  33   0.0D0
  34   0.0D0
          35    250.625806887521     
  36   0.0D0
          37   -101.552315440301     
  38   0.0D0
  39   0.0D0
          40   -104.315796502123     
  41   0.0D0
  42   0.0D0
  43   0.0D0
  44   0.0D0
  45   0.0D0
  46   0.0D0
  47   0.0D0
  48   0.0D0
          49  0.1740257414460444D-001
          50  -0.115958630635316D-000
          51   4.904329105911764D-002
          52  -2.547845918784475D-002     
  53   0.0D0
  54   0.0D0
          55    1.21381975689678     
          56  -1.143607122592849D-002
  57   0.0D0
  58   0.0D0     
          59   -2.22009679097999     
  60   0.0D0
          61    1.51149396292652
          62   -15.3393030744962     
          63  -0.116246949451021     
  64   0.0D0     
          65   0.103129277737922
  66   0.0D0     
  67   0.0D0
  68   0.0D0
  69   0.0D0
  70   0.0D0
  71   0.0D0
          72  -0.191308707935093     
          73    1.23339646368942     
          74   -5.12387549628806     
          75    1.46331146856045     
          76   -20.0318114129386
  77   0.0D0
          78   0.280877987759254     
  79   0.0D0
  80   0.0D0
  81   0.0D0
  82   0.0D0
  83   0.0D0
  84   0.0D0
  85   0.0D0
  86   0.0D0
  87   0.0D0
  88   0.0D0
  89   0.0D0
  90   0.0D0
  91   0.0D0
  92   0.0D0
  93   0.0D0
  94   0.0D0
  95   0.0D0
          96    8.51169963232951     
          97    1.74148921701046     
          98   0.903774939651338     
          99    6.78968430407595     
         100    5.46196486841816    
         101   -13.0403911669421     
         102   0.166707837991795     
         103   -9.26081294453704     
 104   0.0D0
         105   0.132360582873195     
 106   0.0D0
         107    1.64078657743858     
 108   0.0D0
         109  -0.779180077290796     
         110   0.215027255694570     
 111   0.0D0
 112   0.0D0
         113   -1.01900965588587     
         114   -9.04530000000000     
         115   -8.95890000000000     
         116   0.162143000000000     
         117   0.115219600000000     
